"Wife_age","Wife_education","Husband_education","Number_children_born","Wife_religion","Wife_working","Husband_occupation","Standard_living_index","Media_exposure","Contraceptive_used"
25,"4","4",5,01,01,"1","3",01,"2"
20,"3","3",5,01,01,"3","2",01,"2"
11,"3","4",4,01,01,"3","4",01,"2"
8,"4","3",4,01,01,"3","3",01,"2"
25,"4","4",7,01,01,"1","4",01,"2"
22,"4","4",4,01,01,"1","4",01,"2"
24,"4","4",6,01,01,"2","4",01,"2"
10,"4","4",3,01,01,"2","4",01,"2"
33,"4","4",5,01,01,"1","4",01,"2"
16,"4","4",4,01,01,"1","4",01,"2"
11,"4","4",2,01,01,"2","4",01,"2"
29,"4","4",6,01,01,"1","4",01,"2"
14,"4","4",2,01,01,"2","4",01,"2"
21,"2","1",7,01,01,"2","1",01,"2"
14,"4","4",3,01,01,"1","3",01,"2"
22,"2","3",8,01,01,"3","4",01,"2"
13,"3","3",4,01,01,"1","2",01,"2"
25,"2","3",7,01,01,"1","2",01,"2"
18,"4","4",5,01,01,"1","4",01,"2"
7,"4","4",2,01,01,"1","2",01,"2"
20,"3","4",6,01,01,"1","3",01,"2"
17,"4","4",4,01,01,"3","3",01,"2"
20,"4","4",6,01,01,"1","3",01,"2"
14,"4","4",3,01,01,"1","4",01,"2"
8,"3","3",3,01,01,"3","4",01,"2"
20,"4","4",3,01,01,"1","4",01,"2"
21,"4","4",4,01,01,"2","4",01,"2"
17,"4","4",3,01,01,"1","4",01,"2"
15,"4","1",5,01,01,"3","3",01,"2"
21,"4","4",5,01,01,"2","4",01,"2"
18,"4","4",4,01,01,"3","4",01,"2"
18,"3","4",6,01,01,"3","3",01,"2"
28,"2","4",14,01,01,"2","3",01,"2"
20,"3","3",7,01,01,"2","3",01,"2"
23,"4","4",6,01,01,"1","3",01,"2"
10,"3","1",5,01,01,"3","1",01,"2"
11,"3","3",3,01,01,"3","2",01,"2"
9,"4","4",2,01,01,"3","4",01,"2"
7,"3","4",2,01,01,"4","4",01,"2"
18,"2","3",6,01,01,"2","1",01,"2"
30,"3","3",8,01,01,"3","4",01,"2"
14,"4","4",3,01,01,"1","3",01,"2"
32,"2","2",8,01,01,"2","4",01,"2"
21,"3","2",7,01,01,"3","2",01,"2"
30,"3","3",9,01,01,"2","3",01,"2"
32,"4","4",7,01,01,"1","4",01,"2"
28,"3","4",3,01,01,"2","4",01,"2"
29,"4","4",8,01,01,"3","2",01,"2"
9,"2","4",3,01,01,"3","3",01,"2"
13,"4","4",3,01,01,"1","3",01,"2"
19,"4","4",6,01,01,"3","4",01,"2"
16,"3","4",5,01,01,"1","3",01,"2"
12,"4","4",4,01,01,"1","4",01,"2"
12,"3","3",2,01,01,"3","4",01,"2"
11,"4","4",2,01,01,"1","3",01,"2"
21,"3","4",8,01,01,"2","2",01,"2"
20,"4","4",5,01,01,"3","3",01,"2"
23,"4","4",7,01,01,"3","3",01,"2"
29,"4","4",8,01,01,"2","4",01,"2"
10,"4","4",2,01,01,"1","4",01,"2"
10,"4","4",3,01,01,"1","3",01,"2"
26,"4","4",5,01,01,"1","4",01,"2"
26,"3","4",6,01,01,"1","3",01,"2"
9,"4","4",2,01,01,"1","4",01,"2"
18,"4","4",4,01,01,"3","3",01,"2"
14,"4","4",4,01,01,"3","3",01,"2"
32,"4","4",5,01,01,"1","4",01,"2"
13,"4","4",5,01,01,"1","3",01,"2"
6,"2","2",2,01,01,"3","2",01,"2"
17,"3","3",7,01,01,"3","3",01,"2"
15,"3","4",3,01,01,"1","4",01,"2"
22,"4","4",6,01,01,"3","4",01,"2"
14,"4","3",5,01,01,"3","2",01,"2"
23,"4","4",4,01,01,"1","4",01,"2"
34,"3","3",12,01,01,"1","4",01,"2"
26,"3","3",6,01,01,"1","4",01,"2"
28,"3","4",6,01,01,"3","2",01,"2"
32,"1","1",11,01,01,"3","3",01,"2"
7,"4","4",2,01,01,"1","3",01,"2"
12,"4","4",2,01,01,"1","4",01,"2"
19,"3","4",3,01,01,"2","3",01,"2"
27,"3","3",5,01,01,"2","4",01,"2"
24,"4","4",4,01,01,"1","4",01,"2"
21,"4","4",4,01,01,"2","4",01,"2"
6,"4","4",2,01,01,"2","1",01,"2"
21,"3","4",5,01,01,"2","4",01,"2"
10,"2","3",2,01,01,"4","4",01,"2"
26,"4","4",5,01,01,"2","4",01,"2"
17,"4","4",5,01,01,"2","4",01,"2"
26,"4","4",5,01,01,"2","4",01,"2"
28,"4","4",4,01,01,"1","4",01,"2"
20,"4","4",4,01,01,"2","3",01,"2"
9,"4","4",3,01,01,"1","3",01,"2"
28,"4","4",7,01,01,"1","4",01,"2"
33,"4","4",8,01,01,"1","4",01,"2"
13,"4","4",3,01,01,"1","3",01,"2"
9,"4","4",2,01,01,"1","4",01,"2"
27,"4","4",4,01,01,"1","4",01,"2"
24,"4","4",4,01,01,"1","4",01,"2"
9,"4","4",2,01,01,"1","4",01,"2"
18,"4","3",6,01,01,"2","4",01,"2"
14,"4","4",3,01,01,"3","4",01,"2"
29,"4","4",6,01,01,"1","4",01,"2"
2,"4","4",2,01,01,"2","4",01,"2"
20,"3","4",4,01,01,"2","2",01,"2"
17,"3","4",6,01,01,"1","2",01,"2"
12,"4","4",3,01,01,"1","3",01,"2"
29,"4","4",5,01,01,"1","4",01,"2"
27,"4","4",6,01,01,"1","4",01,"2"
25,"4","4",7,01,01,"1","3",01,"2"
29,"4","4",4,01,01,"1","4",01,"2"
18,"4","4",6,01,01,"2","4",01,"2"
20,"2","4",4,01,01,"3","4",01,"2"
16,"4","2",3,01,01,"1","3",01,"2"
22,"4","4",4,01,01,"3","4",01,"2"
30,"4","4",4,01,01,"2","4",01,"2"
11,"4","4",3,01,01,"1","4",01,"2"
25,"3","4",3,01,01,"3","4",01,"2"
15,"4","4",2,01,01,"2","4",01,"2"
21,"3","4",4,01,01,"3","4",01,"2"
18,"3","4",4,01,01,"2","4",01,"2"
26,"4","4",6,01,01,"2","4",01,"2"
30,"3","3",7,01,01,"2","4",01,"2"
33,"4","4",7,01,01,"2","4",01,"2"
20,"4","4",4,01,01,"3","4",01,"2"
22,"4","4",5,01,01,"2","4",01,"2"
31,"4","4",4,01,01,"1","4",01,"2"
23,"4","4",5,01,01,"3","4",01,"2"
15,"3","4",8,01,01,"2","4",01,"2"
27,"4","3",8,01,01,"1","4",01,"2"
20,"2","2",7,01,01,"3","4",01,"2"
19,"4","4",7,01,01,"3","4",01,"2"
22,"4","4",5,01,01,"1","4",01,"2"
23,"4","4",7,01,01,"1","4",01,"2"
15,"3","3",3,01,01,"2","3",01,"2"
31,"4","4",5,01,01,"1","4",01,"2"
16,"4","4",4,01,01,"2","4",01,"2"
26,"4","4",7,01,01,"1","4",01,"2"
26,"4","4",8,01,01,"2","4",01,"2"
17,"4","4",3,01,01,"2","4",01,"2"
29,"4","4",5,01,01,"1","4",01,"2"
24,"4","4",5,01,01,"1","4",01,"2"
24,"4","4",6,01,01,"1","4",01,"2"
30,"4","4",5,01,01,"1","4",01,"2"
18,"4","4",4,01,01,"1","4",01,"2"
24,"4","4",4,01,01,"1","4",01,"2"
29,"4","4",4,01,01,"1","4",01,"2"
19,"3","3",7,01,01,"3","4",01,"2"
18,"3","3",6,01,01,"3","4",01,"2"
19,"2","2",9,01,01,"2","2",01,"2"
12,"3","2",6,01,01,"2","4",01,"2"
32,"1","1",9,01,01,"3","4",01,"2"
10,"2","4",4,01,01,"1","4",01,"2"
9,"3","4",6,01,01,"1","2",01,"2"
26,"4","4",5,01,01,"1","4",01,"2"
14,"3","3",5,01,01,"3","4",01,"3"
12,"2","2",6,01,01,"3","1",01,"3"
25,"3","4",6,01,01,"1","2",01,"3"
15,"2","2",7,01,01,"3","1",01,"3"
9,"4","4",2,01,01,"1","4",01,"3"
21,"4","4",3,01,01,"1","4",01,"3"
2,"2","2",2,01,01,"3","2",01,"3"
13,"1","2",5,01,01,"2","3",01,"3"
12,"2","4",2,01,01,"1","4",01,"3"
6,"3","3",2,01,01,"3","3",01,"3"
15,"2","2",5,01,01,"2","4",01,"3"
33,"4","4",15,01,01,"1","4",01,"3"
14,"2","4",4,01,01,"3","3",01,"3"
14,"4","4",3,01,01,"3","4",01,"3"
5,"3","4",3,01,01,"1","3",01,"3"
13,"4","4",2,01,01,"3","2",01,"3"
17,"2","3",6,01,01,"2","3",01,"3"
12,"3","3",2,01,01,"3","3",01,"3"
10,"2","3",2,01,01,"3","1",01,"3"
28,"4","4",4,01,01,"1","4",01,"3"
20,"4","4",3,01,01,"2","4",01,"3"
15,"4","4",2,01,01,"1","4",01,"3"
14,"1","4",4,01,01,"4","4",01,"3"
18,"3","4",9,01,01,"3","4",01,"3"
22,"3","4",6,01,01,"2","4",01,"3"
12,"2","4",4,01,01,"4","4",01,"3"
18,"2","4",4,01,01,"2","4",01,"3"
20,"2","3",7,01,01,"3","3",01,"3"
5,"3","3",3,01,01,"2","4",01,"3"
11,"2","4",4,01,01,"3","4",01,"3"
9,"3","3",3,01,01,"3","3",01,"3"
30,"1","3",4,01,01,"3","2",01,"3"
19,"3","4",5,01,01,"1","3",01,"3"
34,"4","3",14,01,01,"1","4",01,"3"
18,"4","4",6,01,01,"1","4",01,"3"
18,"3","3",9,01,01,"3","4",01,"3"
9,"3","4",4,01,01,"1","4",01,"3"
15,"2","2",5,01,01,"2","1",01,"3"
12,"2","4",5,01,01,"2","1",01,"3"
8,"4","3",2,01,01,"2","2",01,"3"
20,"4","4",5,01,01,"1","4",01,"3"
20,"4","4",2,01,01,"1","4",01,"3"
25,"4","4",3,01,01,"1","4",01,"3"
14,"3","3",2,01,01,"3","3",01,"3"
18,"3","3",4,01,01,"3","3",01,"3"
21,"4","4",7,01,01,"1","2",01,"3"
21,"4","4",5,01,01,"1","4",01,"3"
26,"4","4",2,01,01,"3","3",01,"3"
23,"3","4",4,01,01,"3","2",01,"3"
14,"2","4",4,01,01,"3","3",01,"3"
4,"4","4",2,01,01,"1","3",01,"3"
19,"2","3",3,01,01,"2","3",01,"3"
11,"2","4",4,01,01,"3","4",01,"3"
7,"4","4",2,01,01,"2","3",01,"3"
27,"4","4",8,01,01,"2","4",01,"3"
12,"3","4",3,01,01,"3","2",01,"3"
12,"4","4",3,01,01,"1","4",01,"3"
24,"4","3",2,01,01,"2","2",01,"3"
6,"4","4",2,01,01,"3","1",01,"3"
21,"2","3",8,01,01,"3","3",01,"3"
14,"1","2",6,01,01,"1","2",01,"3"
14,"2","3",5,01,01,"2","1",01,"3"
7,"3","2",3,01,01,"2","1",01,"3"
5,"2","3",2,01,01,"2","1",01,"3"
18,"3","4",5,01,01,"2","4",01,"3"
12,"3","3",4,01,01,"2","3",01,"3"
10,"4","4",4,01,01,"1","4",01,"3"
10,"4","3",3,01,01,"3","3",01,"3"
17,"2","3",5,01,01,"3","2",01,"3"
24,"3","4",3,01,01,"1","3",01,"3"
16,"3","3",4,01,01,"2","1",01,"3"
11,"4","4",5,01,01,"3","4",01,"3"
15,"3","3",8,01,01,"3","4",01,"3"
28,"3","3",6,01,01,"3","3",01,"3"
19,"2","4",5,01,01,"3","3",01,"3"
28,"4","4",4,01,01,"1","4",01,"3"
17,"4","4",4,01,01,"1","4",01,"3"
26,"4","4",6,01,01,"1","4",01,"3"
17,"4","4",4,01,01,"1","4",01,"3"
31,"4","4",5,01,01,"1","4",01,"3"
25,"3","4",4,01,01,"1","4",01,"3"
6,"4","4",2,01,01,"2","3",01,"3"
17,"4","4",4,01,01,"1","4",01,"3"
10,"4","4",2,01,01,"3","3",01,"3"
9,"4","4",2,01,01,"1","3",01,"3"
6,"2","3",2,01,01,"3","2",01,"3"
7,"4","4",2,01,01,"3","3",01,"3"
17,"4","4",5,01,01,"1","3",01,"3"
15,"4","4",3,01,01,"2","2",01,"3"
10,"1","2",3,01,01,"2","1",01,"3"
16,"3","3",7,01,01,"3","1",01,"3"
4,"2","4",2,01,01,"2","3",01,"3"
18,"2","2",8,01,01,"2","3",01,"3"
9,"2","2",3,01,01,"3","4",01,"3"
4,"3","3",4,01,01,"2","3",01,"3"
12,"2","2",6,01,01,"3","3",01,"3"
17,"4","4",3,01,01,"1","4",01,"3"
17,"4","4",3,01,01,"1","3",01,"3"
14,"1","3",6,01,01,"3","3",01,"3"
8,"3","4",2,01,01,"2","3",01,"3"
19,"2","4",8,01,01,"2","3",01,"3"
12,"2","4",2,01,01,"3","3",01,"3"
22,"4","4",5,01,01,"3","2",01,"3"
11,"3","4",5,01,01,"2","3",01,"3"
16,"2","3",8,01,01,"3","3",01,"3"
29,"4","4",12,01,01,"1","4",01,"3"
20,"3","4",5,01,01,"1","4",01,"3"
8,"4","4",3,01,01,"3","4",01,"3"
9,"2","4",3,01,01,"1","4",01,"3"
9,"4","4",3,01,01,"1","4",01,"3"
24,"4","4",4,01,01,"2","4",01,"3"
18,"3","4",5,01,01,"3","3",01,"3"
9,"2","3",3,01,01,"2","1",01,"3"
20,"4","4",5,01,01,"1","4",01,"3"
20,"4","4",7,01,01,"1","4",01,"3"
19,"4","4",3,01,01,"3","3",01,"3"
33,"3","4",4,01,01,"2","3",01,"3"
13,"4","4",2,01,01,"1","3",01,"3"
11,"4","4",2,01,01,"3","3",01,"3"
28,"3","3",9,01,01,"1","3",01,"3"
13,"2","2",6,01,01,"2","4",01,"3"
7,"3","4",4,01,01,"2","3",01,"3"
11,"3","3",4,01,01,"3","3",01,"3"
15,"3","4",5,01,01,"3","3",01,"3"
23,"4","4",6,01,01,"2","3",01,"3"
29,"4","4",9,01,01,"2","4",01,"3"
10,"4","4",2,01,01,"1","4",01,"3"
19,"4","4",4,01,01,"1","4",01,"3"
11,"4","4",4,01,01,"3","4",01,"3"
5,"4","4",3,01,01,"1","3",01,"3"
24,"4","4",3,01,01,"1","3",01,"3"
12,"3","4",5,01,01,"3","3",01,"3"
17,"4","4",3,01,01,"3","4",01,"3"
33,"3","4",9,01,01,"1","4",01,"3"
24,"4","3",5,01,01,"3","4",01,"3"
22,"4","4",4,01,01,"1","4",01,"3"
18,"4","4",3,01,01,"1","3",01,"3"
17,"4","4",4,01,01,"1","4",01,"3"
10,"4","4",3,01,01,"1","3",01,"3"
22,"4","4",4,01,01,"2","4",01,"3"
25,"4","4",5,01,01,"1","4",01,"3"
23,"4","4",7,01,01,"2","4",01,"3"
21,"4","4",5,01,01,"1","4",01,"3"
12,"3","3",4,01,01,"2","2",01,"3"
7,"1","3",3,01,01,"3","1",01,"3"
7,"2","2",3,01,01,"2","3",01,"3"
15,"3","4",4,01,01,"2","3",01,"3"
5,"2","2",3,01,01,"3","2",01,"3"
19,"4","4",3,01,01,"1","4",01,"3"
16,"3","4",6,01,01,"3","1",01,"3"
15,"3","3",4,01,01,"3","2",01,"3"
29,"3","4",6,01,01,"1","4",01,"3"
9,"3","3",4,01,01,"2","1",01,"3"
4,"4","4",3,01,01,"1","4",01,"3"
13,"4","4",6,01,01,"2","4",01,"3"
12,"4","4",2,01,01,"1","3",01,"3"
14,"3","3",4,01,01,"2","1",01,"3"
22,"4","4",4,01,01,"2","4",01,"3"
17,"2","2",9,01,01,"2","1",01,"3"
6,"2","2",2,01,01,"4","3",01,"3"
18,"2","3",8,01,01,"3","1",01,"3"
8,"2","3",3,01,01,"3","1",01,"3"
21,"2","2",6,01,01,"3","4",01,"3"
18,"2","4",4,01,01,"3","4",01,"3"
20,"4","4",3,01,01,"1","4",01,"3"
10,"2","3",5,01,01,"3","3",01,"3"
14,"2","4",5,01,01,"2","4",01,"3"
8,"3","3",2,01,01,"2","2",01,"3"
4,"3","3",2,01,01,"2","1",01,"3"
20,"1","2",7,01,01,"2","2",01,"3"
10,"3","3",4,01,01,"3","2",01,"3"
25,"3","4",7,01,01,"1","3",01,"3"
2,"3","4",2,01,01,"2","1",01,"3"
10,"2","4",4,01,01,"3","3",01,"3"
9,"3","3",2,01,01,"3","2",01,"3"
8,"4","4",2,01,01,"3","3",01,"3"
10,"2","4",4,01,01,"3","2",01,"3"
15,"1","3",5,01,01,"3","4",01,"3"
16,"1","1",4,01,01,"4","2",01,"3"
11,"3","4",3,01,01,"3","3",01,"3"
13,"3","4",3,01,01,"2","3",01,"3"
15,"3","3",4,01,01,"3","1",01,"3"
14,"3","4",6,01,01,"1","2",01,"3"
9,"1","3",5,01,01,"3","3",01,"3"
11,"3","4",3,01,01,"1","3",01,"3"
10,"3","3",4,01,01,"3","3",01,"3"
20,"4","4",4,01,01,"1","4",01,"3"
7,"4","4",2,01,01,"2","4",01,"3"
4,"4","4",2,01,01,"2","4",01,"3"
14,"2","3",6,01,01,"2","4",01,"3"
6,"3","4",3,01,01,"3","3",01,"3"
6,"3","3",2,01,01,"3","3",01,"3"
26,"1","4",10,01,01,"2","1",01,"3"
22,"2","4",4,01,01,"2","3",01,"3"
12,"4","4",4,01,01,"3","4",01,"3"
11,"2","3",3,01,01,"2","3",01,"3"
22,"4","4",7,01,01,"3","4",01,"3"
10,"3","3",4,01,01,"2","1",01,"3"
17,"4","3",4,01,01,"2","4",01,"3"
19,"1","4",5,01,01,"3","4",01,"3"
8,"4","4",3,01,01,"2","4",01,"3"
13,"3","4",3,01,01,"3","4",01,"3"
9,"3","4",2,01,01,"3","4",01,"3"
17,"2","3",5,01,01,"2","2",01,"3"
7,"1","2",4,01,01,"3","1",01,"3"
10,"3","3",2,01,01,"2","1",01,"3"
10,"2","3",3,01,01,"2","4",01,"3"
23,"2","3",4,01,01,"2","4",01,"3"
18,"2","2",3,01,01,"3","4",01,"3"
26,"4","4",9,01,01,"1","4",01,"3"
14,"3","3",5,01,01,"3","4",01,"3"
7,"3","4",2,01,01,"1","4",01,"3"
14,"3","3",7,01,01,"3","3",01,"3"
11,"3","4",4,01,01,"3","3",01,"3"
13,"2","3",4,01,01,"3","4",01,"3"
12,"4","4",2,01,01,"3","4",01,"3"
14,"2","4",3,01,01,"3","2",01,"3"
9,"3","4",3,01,01,"3","3",01,"3"
14,"3","4",4,01,01,"3","2",01,"3"
23,"3","4",8,01,01,"3","2",01,"3"
8,"3","2",3,01,01,"3","2",01,"3"
5,"4","3",2,01,01,"3","4",01,"3"
17,"1","4",5,01,01,"3","2",01,"3"
10,"2","3",3,01,01,"3","1",01,"3"
11,"1","2",4,01,01,"3","2",01,"3"
8,"1","2",4,01,01,"3","2",01,"3"
8,"4","4",4,01,01,"3","3",01,"3"
13,"3","4",6,01,01,"2","4",01,"3"
7,"4","4",4,01,01,"3","2",01,"3"
13,"2","4",5,01,01,"3","4",01,"3"
11,"3","3",4,01,01,"3","3",01,"3"
11,"2","3",3,01,01,"3","3",01,"3"
9,"4","3",4,01,01,"3","3",01,"3"
14,"4","4",4,01,01,"1","4",01,"3"
14,"3","4",5,01,01,"1","3",01,"3"
27,"4","4",6,01,01,"1","4",01,"3"
12,"4","4",3,01,01,"3","4",01,"3"
20,"3","4",6,01,01,"1","4",01,"3"
6,"3","4",2,01,01,"3","2",01,"3"
6,"1","3",2,01,01,"3","3",01,"3"
7,"3","4",2,01,01,"3","3",01,"3"
13,"3","3",5,01,01,"3","3",01,"3"
7,"3","4",2,01,01,"1","4",01,"3"
8,"3","2",2,01,01,"3","3",01,"3"
13,"3","3",3,01,01,"2","3",01,"3"
15,"4","4",4,01,01,"2","4",01,"3"
10,"3","4",4,01,01,"3","4",01,"3"
18,"4","4",5,01,01,"2","3",01,"3"
18,"3","4",7,01,01,"3","2",01,"3"
15,"4","4",3,01,01,"3","3",01,"3"
7,"2","4",2,01,01,"3","3",01,"3"
23,"3","3",3,01,01,"3","4",01,"3"
20,"4","3",3,01,01,"3","4",01,"3"
19,"2","2",5,01,01,"3","2",01,"3"
24,"4","4",3,01,01,"3","4",01,"3"
32,"4","3",5,01,01,"1","3",01,"3"
23,"4","4",3,01,01,"1","4",01,"3"
28,"4","4",6,01,01,"1","4",01,"3"
6,"3","3",2,01,01,"2","2",01,"3"
15,"3","4",3,01,01,"1","2",01,"3"
12,"3","4",3,01,01,"1","3",01,"3"
7,"4","4",2,01,01,"3","1",01,"3"
10,"1","2",4,01,01,"2","3",01,"3"
7,"1","3",3,01,01,"3","2",01,"3"
13,"4","4",5,01,01,"2","3",01,"3"
10,"3","3",3,01,01,"2","3",01,"3"
11,"4","4",3,01,01,"3","3",01,"3"
16,"3","3",4,01,01,"3","1",01,"3"
17,"1","3",5,01,01,"3","3",01,"3"
20,"2","4",7,01,01,"3","4",01,"3"
9,"2","3",6,01,01,"3","3",01,"3"
13,"4","4",3,01,01,"1","4",01,"3"
21,"4","4",4,01,01,"2","4",01,"3"
32,"4","4",6,01,01,"1","3",01,"3"
11,"4","4",3,01,01,"1","4",01,"3"
7,"3","4",3,01,01,"3","4",01,"3"
15,"4","4",3,01,01,"4","3",01,"3"
26,"4","4",6,01,01,"1","4",01,"3"
4,"4","4",2,01,01,"3","2",01,"3"
30,"3","4",3,01,01,"3","3",01,"3"
20,"1","2",6,01,01,"2","2",01,"3"
6,"2","2",2,01,01,"3","2",01,"3"
17,"1","2",7,01,01,"2","3",01,"3"
17,"3","4",6,01,01,"3","4",01,"3"
31,"2","3",7,01,01,"3","4",01,"3"
26,"1","2",7,01,01,"3","3",01,"3"
21,"4","4",4,01,01,"3","4",01,"3"
22,"3","4",4,01,01,"3","4",01,"3"
22,"3","4",5,01,01,"2","4",01,"3"
20,"4","4",4,01,01,"3","4",01,"3"
14,"2","3",5,01,01,"3","2",01,"3"
13,"4","4",3,01,01,"2","4",01,"3"
31,"4","4",5,01,01,"1","4",01,"3"
19,"4","3",4,01,01,"2","4",01,"3"
28,"3","3",3,01,01,"3","4",01,"3"
13,"4","4",4,01,01,"3","4",01,"3"
13,"3","3",4,01,01,"2","4",01,"3"
19,"4","4",7,01,01,"2","2",01,"3"
12,"2","4",5,01,01,"3","4",01,"3"
21,"1","3",7,01,01,"3","2",01,"3"
2,"2","2",1,01,01,"3","2",01,"3"
6,"3","3",2,01,01,"3","2",01,"3"
10,"2","2",2,01,01,"3","1",01,"3"
8,"2","3",3,01,01,"3","2",01,"3"
10,"2","2",2,01,01,"3","3",01,"3"
20,"1","2",5,01,01,"4","4",01,"3"
17,"3","4",5,01,01,"3","2",01,"3"
22,"2","3",6,01,01,"4","2",01,"3"
16,"3","4",5,01,01,"3","3",01,"3"
10,"3","4",4,01,01,"3","4",01,"3"
11,"3","4",5,01,01,"2","4",01,"3"
24,"1","2",3,01,01,"2","4",01,"3"
6,"3","3",3,01,01,"2","3",01,"3"
20,"3","2",10,01,01,"3","4",01,"3"
5,"2","2",2,01,01,"3","2",01,"3"
25,"2","3",6,01,01,"3","3",01,"3"
26,"3","3",8,01,01,"2","4",01,"3"
21,"2","4",9,01,01,"1","4",01,"3"
25,"2","4",4,01,01,"3","4",01,"3"
17,"4","4",4,01,01,"1","4",01,"3"
9,"3","4",5,01,01,"2","3",01,"3"
5,"3","4",2,01,01,"2","4",01,"3"
17,"4","4",5,01,01,"1","4",01,"3"
7,"2","2",4,01,01,"3","3",01,"3"
15,"3","3",5,01,01,"2","2",01,"3"
16,"4","4",4,01,01,"1","4",01,"3"
20,"3","4",6,01,01,"1","4",01,"3"
23,"4","4",3,01,01,"3","4",01,"3"
16,"4","4",2,01,01,"1","4",01,"3"
10,"4","4",3,01,01,"2","4",01,"3"
15,"4","4",3,01,01,"1","4",01,"3"
7,"1","2",3,01,01,"3","4",01,"3"
16,"4","4",4,01,01,"1","4",01,"3"
14,"4","4",4,01,01,"3","4",01,"3"
14,"2","3",4,01,01,"3","2",01,"3"
23,"4","4",4,01,01,"3","3",01,"3"
7,"3","4",3,01,01,"2","4",01,"3"
30,"4","4",4,01,01,"1","4",01,"3"
